essay_ID,ESSAY,SCORE
199500533533200043,"我对中华文学有一种近乎深入的爱好。说是爱好，但是并不是只是“五分钟”的热度，而是永恒的，坚持的。
 从小，我是生长在一个以农为业的乡村地带，所以就读的母校也就坐落在这个充满“菜香”与“花香”的环境中。但是，我的父母并不从事农业，而是出外工作。就这样，我一放学就喜欢呆在图书馆里。一来可闻到四周的花菜的香味，二来我又可有更多的机会阅读一些课外读物。那时，我的班老师——王静雯老师，因为师资缺乏，她往往要兼教上、下班的学生，所以，在午餐后，她也常到学校的图书馆来。她对我常呆在图书馆看书而没有回家起了疑心，便好奇地问好：“春花同学，你放了学，为何不回家呢？”当我发现是王老师，心里也吓了一跳，但自问自己没做错事，所以就心平气和地把原因告诉了王老师，王老师听了很高兴，不但不再说什么，而且还从书架上拿来了好几本名著给我，然后对我说：“春花同学，这几本都是名人著作，你借回去看，对你往后的华文水准将有极大的辅助的。就这样，在王老师的帮助和鼓励下，我的华文水平也因此进展许多，甚至，我的华文成绩也得到相当不错的成绩。也因为这样，到现在，我爱好阅读，也爱好写文章。对于一些名著也认识不少。我能这样水平，虽不说上是很好，但是最起码我会继续保有这个爱好，如果不是王老师，我想在新加坡要有一定的华文水平，可真不容易。王老师，在此我要谢谢你，你是影响我对华文爱好最深的人。",90.0
200307205525200138,"我觉得应该“绿色食品”是第一位。最近在日本从中国进口的蔬菜上的残留农业引起很大的问题，因为残留农药的浓度比日本政府规定的高得多。日本人很讲究健康，对这种事情很敏感，所以很多人虽然价钱比较便宜，但是不敢买从中国进口的东西了。我也想贵一点没关系要买安全的东西，因为以后会生病的话还要更高的医疗费。
 但是我也知道这是没有挨饿危机的日本人的看法。对挨饿的人们来说有吃的和没有吃的饿死没法比。有点儿农药也没什么问题。这是世界上的贫富差异太大的问题，所以不是很容易解决的问题。
 我认为解决这个问题的办法是只世界的各各国家的互相帮助。有科学的知识，技术的国家提供农业的好方法，则有比较便宜劳动力的国家用好方法来做农作物。世界很大，有各种各样的国家，想法也不同，所以这样做也不是很简单。
 ",65.0
200307217523100101,"生活水平的不断提高，人们对食品的要求也变了。现在，无论到哪一家超市，到处都可以找到绿色食品。绿色食品是什么呢？它是未经这化肥和农药以及防腐剂的食品.对人体没有害处。吃了当然很好，不过这样使农体物的产量大大的降低。现在世界上有几亿人缺少粮食而挨饿。虽然生活水平提高了，但是还是有许多人缺少粮食而挨饿。我们应该先把挨饿的问题解决。上帝说“人和人,都是公平的,平等的”。我们不能只顾虑自己的健康，应该帮助有难的人，为什么他们要一直挨饿呢？我们有权利帮助他们，他们也有权利不挨饿.解决挨饿的问题后，再吃绿色食品也不迟呀！
 那么，我们如何解决挨饿的问题呢？我们现自身做起，无论是在家里吃饭，还是外面吃，要做到不浪费食物，不要剩下过多的食物。还有不要只是生产绿色食品，少量的生产绿色食品，多生产农作物，然后寄给挨饿的国家或地区。这样挨饿的问题，应该会得到好转的。不要把挨饿事，只当作别人的事，把它看成我们自己的事吧！
 ",70.0
199904123523200222,"世界上没有一个人是完全完美的。生活过程中遇到困难也是不可避免的。这里指的困难也是有各种。我想由于自己的错造成的困难比较容易解决。比如，考不上了大学，你已经知道原因和以后的措施。在我国家为了这个问题很多青少年自杀，我想他们挫折地太早了，因为经过失败能取得更多的发展。
但也有时候，自己没有错，但还会有困难。比如，97年东南亚经济危机使许多青年人挫折。大公司一连破产，下岗人数也数不了。从那年到现在期间大学毕业的青年人跟本没有工作机会。对于一般人来说很难解决这样的困难。
但也不能说一点希望都没有。
反正自己的人生是自己决定的。
通过自己不断的努力和家人，朋友的支持，应该比股困难",65.0
200405109523200508,"吸烟给人类带来的影响很大。吸烟是对人类有百害而无一益。
 吸烟是引发各种各样的人类疾病。比如，我的爷爷一生没什么别的疾病，一直显得很健康。但一年前，突然得了肺癌，不久就去世了。他的病都是因为长期的吸烟习惯的。可见，吸烟是使人们最容易得病，甚至导致死亡的。所以我们应该戒烟。
 吸烟不但影响吸烟者的健康，也威胁着旁边的人的健康。以前在韩国，有一位孕妇为了将来的孩子专心地保持着自己的健康状态。但是10个月以后出生的孩子跟正常的孩子不一样。那个孩子是个弱智者。因为他的爸爸从小开始吸烟，而且他的妻子怀孕的时候也一直在她的旁边抽烟，因而产生了这样的后果。
 由此可见，吸烟对人类就有害处而没有好处。所以我们应该采取关于戒烟的措施，这样才可以保护人类的健康，创造人类的灿烂的未来。",70.0
200505109525101890,"“父母是孩子的第一任老师”我同意这个看法。因为每个孩子在长大的过程中最常在一起的就是父母。从两个方面来看看这个问题。
 第一是在语言方面。一般来说一个孩子到了三岁左右，把他扶养的是母亲。母亲给孩子的影响是很重要的。因为刚刚出生的孩子当然是不会说话的。而且他们是不能一个人活着。过了一段时间之后，就是到了一岁左右。他们漫漫地学会词语。在当时的孩子是记生词的天才。母亲给他们讲的每句话，他们都能记住。在这个时候讲的语言是他们永远留下去的。如果一个母亲的说话暴力一些或母亲讲的内容比较少，孩子自然成为一个说话暴力一些或内向的人。
 第二是在兴趣，思想方面。这也是在语言方面差不多。如果有一个孩子比较长的时间看父母的行为，比如父亲是学校的教师，父母的爱好都是一样的。孩子也自然对这些东西会有兴趣的。因为我的父母的爱好是打网球。所以我也对网球兴趣起来。现在我也觉得自己的行动、爱好、说话与他们比较相似。可能一半多以上就是有父母的影响。所以我同意父母是孩子的第一任老师的看法。",75.0
200510111630200350,流行歌曲呢。我不是一个特别喜欢这种类的音乐。但是我也并不是蔑视流行歌曲。一般来说我不需要每天听音乐，有时候可以过了比较长时间；一个星期、三四个天我完全没听所有的音乐。当然，如果我在咖啡厅等那样的地方，有很多时候不能听流行歌曲、但是对于我来说这不是听。因为我对流行歌曲没感大的兴趣所以我也不买跟这种类的音牙有关系的东西。有时候我觉得在电视节目中关着流行歌曲的节目太多了。但是我也觉得，因为这种音乐真的是流行的可以代表一个世代，可以让我们更好地理解一个世代的文化环竟，一个世代的感觉，也可以说是一种类的记录。,50.0
200305576525200039,"我对这个问题觉得挺有意思的。我看到这个问题时，想到如下的事情。
 因为我看这个“静音环境”就是说“无声”的问题是跟“没有任何的污染”等于“无菌状态”，跟这个状态比较相似。我认为“无菌”这个状态比较危险。因为“无菌”的状态下，免疫力所有的对任何坏菌物质能够抵抗的能力不可能存在的。为了保持一程度“免疫能力”是很重要。从而，所有的生物具有他的体内有一些免疫能力。
 我并不是说要“有菌”的，而是说最好的是“不是完全无菌的，而是所有免疫的”。在“无菌”状态里长大的东西一旦出到外边儿，就死了，但是同时很脏的、很用污染的地方也会死的。重要的是 ，还是怎么调节这些所需要的条件。
 因此，我还觉得这个过份的静音对人体会危害的。",60.0
199705104523100020,"生活在城市的人们,几乎没有机会看到绿绿的森林，他们周围只有高高的灰色的大楼，而生活在乡村的人呢？虽然生活上有一些不太方便的地方，但是自然环境却比成市好。我认为这就是乡村生活的好处。
 的确，城市人的生活非常劳累。每天从早到晚一直忙于工作，怎么也忙不过来。人与人之间的关系也十分复杂。再加上，很多事情使城市人烦恼。比如，交通问题，住房问题等等。
 当然，乡村生活也存在着与城市生活同样的问题，但我认为乡村生活中的发生的事情不会比城市生活中发生的严重。你听说过乡村住房难的消息吗？
 对我来讲，我虽然住在大城市里边，但我希望班到乡村里去生活。早上起来就到地里干活，晚上回来，全家席地而坐，谈一谈。多么美好持生活呀！
 可是这只不过是我的一个希望而已，不知道能不能实现。如果我做到那乡村人的生活的话，我一辈子肯定过得很快乐的。",75.0
200505684542200003,"婚姻是人生大事之一，也是爱情的结果。不过怎么获得好结果的呢？一天两天也说不完，我本身只是一般的大学生，今天初次大胆提出自己的观点、请大家参考一下儿。
我自己认为爱情就是婚姻的基础，没有爱情的婚姻意味着没有幸福之婚。那么爱情从哪儿来的呢？大家都可以随时给带来了吗？不一定的。所以我认为男女之间相识的最好方式就是自己在一个偶然的机会相遇，随着时间的经过，慢慢了解，从而落入了情网。
在这种情况下，男女双方都有互相了解、互相恋爱的机会，并主动地表现自己的能力、长处和短处，对方从此是否接受，作出自己的选择。双方一起经过种种的试验才休会到爱情的味道，幸福的甜味。
自由恋爱，自由爱情是大家都很希望的结果，而要获得真正的幸福也要负出很多工夫，万事起头难，如果有美满的“起头”，希望有美好的结果。",70.0
200307109523100259,"我认为达两个问题都很重要.“绿色食品”和不挨饿各有各的好出和坏处.
 最进.先发达国家开始，人们对“绿色食品”的关心增加.在韩国人也开始关注这点.在科学研究证明.“绿色食品”对健康有很多好处.但“绿色食品”也有了很重要的缺点.它不能用化肥和农药.所以产量不多.
 现在，世界各地还有很多饥饿的国家.很多国家很想帮助他们.但爱莫能助.如果农作物的时候，使用化肥和农药，产量就会大大提高，但不可否认农作物会受到不同程度的化学污染.这对人们的健康有很大的问题.
 我认为解决问题的最好方法就是.“绿色食品”生产量的提高，这是很重要的问题.达样我们可以保护健康也可以不挨饿. 
 ",65.0
200510919501150011,"一个孩子来到世上，第一眼看到的人就是父母亲，随着他们一天一天的成长，父母都会陪伴在他们身边，然而，孩子幼年的老师便就是他们的父母。父母从小对孩子的教育是非常重要的。
 小孩在成长的过程总是会在模仿中学习。然而父母便是他们模仿的首选对象。父母究竟树立一个怎样的榜样是至关重要的。在民间流传着这样的一句话：“小时偷针，大时偷金。”这恰恰是一个好的例子，小时候养成不好的习惯，然而父母不以为然。长大后，这就不只是一个坏习惯的问题，而且会犯下大错。所以，父母在孩子的成长期里就像是一个指南针。如果父母以身做则，具有良好的兴趣观和思想观，那么他们的孩子就能从小培养起良好的举止行为。如果父母在小孩成长期里不做好榜样，那么孩子就没有一个好榜样学习，当长大后犯下错的时候，父母后悔也来不及了。所以一个人是否能成才，除了自身后天的努力程度，在成长期，父母对他们如何教育有很大的关系。
 所以，父母除了给小孩一个良好的成长环境之外，还应该给孩子树立一个好榜样，具有良好的兴趣观和思想观。除了做一个称职的父母，还要做一个称职的第一任老师。",90.0
200405204525100433,"据说，某国某市政府最近颁布了，在公共场所边走边抽烟的人将被罚款。听到这消息，我觉得太难过。禁止吸烟的程度终了到这么严重的地步。排除吸烟的意识这么严格。难道说吸烟人不属于人类吗？
 我也可以理解，在人口密集街上，走路人边走边抽烟不一定是好习惯。街上碰到妇人，烧她们的衣服怎么办？碰到小孩，伤害他们的身体怎么办？不过实际上像这些事情很少发生，寥寥无几，杞人憂天。
 问题在哪儿呢？在现在的世界上，都攻击吸烟人。大家识为，所有坏事都由于吸烟而发生的。环境恶化，死亡率增加都是跟吸烟有关的。好象爱吸烟人犯罪似的，没有人权似的，不属于人类似的。我对于趋势不得不提问。抽烟也有很多好处。
 身体和精神到底哪个更重要。有人回答身体，有人回答精神。古代希腊的哲学家已经回答了这个问题。他说，精神控制身体，所以精神比身体更重要。当然吸烟对身体有一定的负面影响，同时对精神有很好的影响。工作紧张时，双方讨论时，没有好主意时，一支烟振作精神，解决问题。
 甚至说吸烟跟青少年的犯罪率也有相关。我完全不同意这个看法。一支烟会解决青少年的苦恼、精神上的问题。",90.0
199508680519200534,"一九八八年十一月十三日，我在本地佛堂遇到一位由美國「萬佛聖城」前来亞洲弘法的高僧——宣化上人。從此我整個人改變了很多，無論是思想、行為、態度及人生觀等等。
 宣化上人一生修持苦行，依佛制而日中一食、夜不倒單。不只從他本身可讓我们看到佛的光輝——因為他本身行往坐卧都不出佛的戒律，更令我感动的是他對也人的關心及他為法忘軀、為世界的災難而到處清災——甚至承起世人的業障于他一身。
 他創立的「萬佛聖城」，以六大宗旨為家風：不貪、不爭、不求、不自私、不自利及不妄語。他說這六大宗旨，是做人最基本應做到的。如果這六大宗旨都能做到，就幾乎是一個完美的人，也同時離成佛亦不遠了。如果連這最基本之法也行不到，那麽就是飽讀佛經也舆修行成佛豪无關係。
 自從我深入體會及去实行他所說的法，我感覺到對我整個人都有很多的幫助，那就是我開始把一切都放下、不再執著了。
 宣化上人的教导，對我一生起了巨大的、良好的作用。只要肯一直跟随着他的教法，相信不只我，甚至全世界的人，都會受益。",75.0
200307206523200013,"人们大部分都希望吃绿色食品。因为都明明知道绿色食品对人的健康好得多。可是人们的希望和现在的情况不一样。我说的现在情况是农村的情况。农民人们一直努力生产农作物。他们的农作物可以容易伤害，不得不用化肥和农药。如果农作物成长不好的话就没有办法出销。还有到目前为之消费者的需要适合使用化肥和农药。已经习惯了这样的农作方法。
 现在的士地比以前恶化得多。如果中断了化肥和农药的使用，农作物的产量会大大降低农民们的损失也可能很大。
 我们需要绿色食品之前保护土地环境。土地环境改变以后就想一想绿色食品。
  ",60.0
199611543501200519,"在家里,我常常觉得我和父母、長辈之間存在着一些难以解決的問題。而這些問題不外是我们之间在行为方式、生活态度以及价值覌念等方面存在着一定的差异，從而我们之间经常闹意见、爭吵，甚至不瞅不睬对方。结果，我和父母之间的親子关係越来越差。
为什么我总是觉得父母很專制，他们管得我特别严，而使我喪失了很多自由？为什么我做任何事，他们总是不放心，以为我一定不能好好地做好？這是我经常抱怨的地方。而從父母嘮嘮叨叨的说话當中，我知道他们不滿我整天在外，有时甚至連晚飯也不回家吃；他们更加不滿我隨便乱花錢，把辛苦賺来的錢花在衣服、吃喝玩乐上。他们觉得我对我的朋友、同学比对他们还好，所以他们总是对我诸多不滿。
其实，我知道父母、長辈对我都很好，他们都很关心我、愛护我，他们一心都护着我。但他们的表達方式实在有些落伍了，他们不会把心中所想温婉地告诉我，只一味地說他们不滿的地方，所以我在心里上抗拒了他们。而我，就算在哪里，我的心里都惦记着他们，希望他们都安好，只是我觉得自己越來越大，需要好好地找尋自己的生活，出路，所以忽略了他们。
 我知道我与父母之间的代沟可以怎样解決。只要我们多從对方的外境着想，怀着一顆寛容的心，我们之间的代沟就會消失得无影无踪。",85.0
200209550523150227,"最近两代人之间有各种各样的差异。比如说：几十年前他们之间也有了差异，不是跟现在那么严重了。为什么越过时间越严重呢？ 因为现代的生活水平比几十年前更好了。那么现在说明对两代之间的各种各样差异我的想法
 首先我说明对经济生活水平。现代的经济比以前好多了。现在都有我们需要的东西。我们的父母时代时，他们不够生活日常品。他们从小到现在一直没花那么多钱。他们不想花钱，可是我们的时代怎样？我们都随便花钱，虽然过几天时一分也没有钱，但是我们想先花钱，然后在想想以后的生活。所以现在我们的经济观点跟我们的父母不一样。
 第二是各种文化差异。我们时代很容易去海外学习外语和各种文化。所以我们容易地学习西洋人的想法。他们的想法是旷达、开放的。那么我们东方人怎么样？我们是一种沉重的人比如：我们做什么事情时，先想一想怎么做好然后做那件事情。我的意思是想得太沉的。
 我们的父母时代是怎么样？虽然他们会去海外，但是只有钱人能去海外。他不容易学习西洋人的想法。还他不会上高中学。因为那时他们没有钱，不得高中学。
 还有很多差异，可是我觉得这两个差异是比较重的。为了解决这问题，我们互相了解和互相尊重。",60.0
199610550523290101,"所谓的“代沟”问题不是今天忽然产生的问是，而是隨着现代社会的发展逐渐形成的。而且现代社会的快节秦也导致了此问题。年青一代喜欢有变化的生活，还喜欢赶潮流，反而长者却跟不上他们，所以自然而然地减少他们之间的对话。这样一来，他们之间的距离也渐渐远了。
 目前，在两代之间存在“代沟”问题的主要原因，就是“对话”不足。由于他们具有不同的生活方式、不同的价值观念，他们认为没什么可谈的。虽然开始了讨论，但是一下子面对不可踏越的啬，因此人们放弃要互相了解的念头。
 依我看，如果真的要解决该问题的话，无论晚辈，还是长辈都得努力。既然互相有着不同的观点，两方都得向对方表示意见。不过这时候，不可只主张自己的想法，应该有肯接受对方意见的态度。如此，互相让一步，面对双方的话，会没有不可能理解的。
 还有传媒也要担当一些工作，就是播出各种节目来帮助两者了解双方的立场。这样能解决此问题。",80.0
200307109525200624,"
 我认为不挨饿还是第一位。生命比什么都重要。怎么讲健康也没有生命没有意义。一想到挨饿的人，就感到难过。如果有人没有东西吃的话，我们应该生产多一点，给他们分配就好了。
 但是我这个人在发达国家长大了。所以我周围总有丰富的食粮。现代人对健康非常敏感。在我国没有饿死的人。这样情况下，如果有了绿色食品和用农约做的食品的话，我还是选择绿色食品。最近，电视上或各种媒体上我们能看到对身体不好的報道。当然对环境也不好。我想起来这些報道后、我觉得很恐怖，也不想吃用农药做的东西。我一去超市就不知不觉得选择绿用食品。
 当然挨饿是最大的问题，但是现实我们也要绿色食品。所以我想应该准备二种方式来生产。应该先看世界上需要的食粮量是多少、然后再考慮绿色食品要的人多。于是国家之间分配生产量和产量方式用这种方式做食粮的话、可以满足饥饿的问题、也可以… 
  ",70.0
200504534533250098,"我觉得在学校里不须要分男的或女的，都是在一起学习，何况在小五的时候学生们都会学到人体方面的形成和人体的来源，我觉得不须要觉得不好意思。
 为什么在中学生大多数的人认为须要班，因为他们在这时期中，他们对男女方面的生理有很有兴趣和好奇，只要在家庭里须要让他们知道不可以在这个时候和你的不同的性别发生关系和有身体的接触，因为在这个年龄不适合这样做。並且在家庭教育中很重要，生为家长我们应该和孩子解释清楚，就把他们丰身当做列子，他们是怎样会来到这个世界上的。
 我觉得很重要，如果他们知道了知后，就可以不必要去常试和另一性别发生关系，可以减少学生问题。
 如果是分班，他们迟早还会是不同的地方接触到不同的性别，我还是知得分班不好.
 我觉得在什么场合上都会接触不同性别的人，如果分班可以减少早恋的话，那么",65.0
199508683519100507,"回想起，小时候家境贫穷。度过了六年的免费小学教育。一九七二年进入中学初中一年级，那时每个月都得交学费，又须要买课本及其他用具，实在好难捱。开始几个月，每次班上最迟交学费的都是我。班主任因每个月期限到时都得向校方交差，而因我的缘故他都被校方催得烦极了，所以时常责骂我，也说了好些难听的话。过了几个月，他终于忍无可忍，有一次，在上课时间里，命我离开课室，叫我走路回家把母亲带来学校去见校长。
 和母亲一齐去到校长室，我感到实在很委屈、自尊心也觉得受打击，真的好想哭。心想：“贫穷并不是罪，何必这样对待我！我也绝不会永远处于穷境中。”幸好校长（宋××老师）是一位明白事理的人，听了母亲的解释后，了解真实情形，又检查了我的学业状况，即刻叫我填写了免交学费的申请表格，也当场批准了。
 就这样，我很安心，也很顺利的完成了大学先修班以至学院的生涯。
 虽然宋校长已去世多年，他的关怀与支持，仍然深印在我脑海中。 他为教育奉献了一生，影响了我今天在社会上工作所抱的责任观。",90.0
199412123529100017,"我的父亲是一个华侨人，他的家乡就汕头，他在泰国出生的。因为我的爷爷从中国逃去泰国的时候没有钱，所以我的父亲从小就要开始工作，他只八岁就去当徒弟修自行车。后来发生了第二次世界大扙，他就没有工作，等到世界大扙结束以后他就开始修自行车，后来因为随着经济的发展，开始有汽车进口，有汽车了但是那时候没有人修车，所以我父亲就开始修车了，后来他不做了但是他还不到十八岁就开货车，开公共汽车。
 我父亲很用功，也会节约，他二十岁左右就跟我的母亲结了婚，我母亲本来在市场卖菜，他是一个很漂亮，善良的姑娘，也会省钱，
 他们结婚以后，开了个体户，为了顾客修汽车，他们还有的士，等等他们的生意越来越好，省了钱就买土地，时间长着呢！土地的价格增加好几培，我们的生活就好多了。
 我能学习得很高就是我父亲，我的生活很好就是我父亲，我的道德很好就是我父亲，我能来到中国学习就是我父亲。",65.0
200110540540250031,"每个人都有一个童年。童年的幸福与否，都是以个人小时的生活环境而不同。我在童年时家庭经济並不富裕，爸爸只靠卖火炭为生，但是我卻有一个幸福的童年。
 我在家里兄弟姐妹排行最小，在我之上有五个哥哥，所以我是小妹。小时父母在家里最疼的就只有我一个，有些亲朋戚友来家拜访，都称我为爸妈的掌上明珠。他（她）们之所以这么说，也真有道理，因为我从小家务也由兄长们代劳，而有好吃的都留下给我吃，衣服也尽可能给我买下最漂亮的，所以，那时候我的朋友也特别多。
 记得我七岁的时候邻家的小孩来邀我去玩。我们就在屋后的小巷，玩煮饭菜，就点起火来，刚巧那天妈妈晒床单，不知怎么，我们玩的那把火却烧到床单上。我们一群人，有的大喊大叫，有的却哭了起来。那时我急中生智，一把就把那件床单拉下来，用脚出力的在那件床单上乱踩，结果就把火给踩灭了。才没有引起火灾，真是不幸中之大幸。
 自从经过那次的惊险以后，我们就再也不敢玩那种玩意儿了，我的心里逐渐成熟了，对事还必须也能分辨好坏，所以我在童年是一个好闺女，真到现在我还留恋着我的童年生活。
  ",85.0
199904123542200028,"我在生活和工作中总要遇到许多困难或挫折。我对总个问题有一的体现。
根据我自己的亲身体会我认为想□□是从哪里出发的呢？还带给人们什么样的感觉都是不一样的。如果我遇到这种情况就慢慢想怎么样去克服它，对带它，呢找出最好的办法来解决。不要一遇到它就唉声叹气，怨天尤人，从而变得一蹶不振，从这个情况他可以说明这个人很怕遇到困难或挫折，一遇到他就不会怎么样解决，想不出的办法就更害怕了。这样的人一定不能在社会站住脚不能自利更生。还有一种人不怕困难，不怕挫折，能够从失败中吸取教训把挫折变成动力从而成为生活的强者这是最好的。我也同意这个看法。因为你想做什么事情想达到目的一定要遇到很多困难和挫折才能成功。我本身想没有成功的事不经过困难或挫折 
从这个方面来说不管做什么事情都不要怕不要唉声叹气，怨天尤人而自己一定找个好办法去做，自己鼓力自己，不要一看就害怕，不想面监这个问题是永远不能成功的。我也遇到了很多困难和挫折可是要靠自己的本领和自己的想法， 在困难情况去克服它。□□总想着失败是成功之一的。在失败里边也成功从而我遇到了什么困难也不怕。",70.0
200307109523200141,"
 我跟妈妈常常去买菜。卖菜的人都说有些是“无农药”,绿色食品“。我和我妈以看那些菜跟别的采比quì是新鲜。但是妈妈听了价格后就摇了摇头。我知道对身体好的zhǒng是quì但这价格太高了。然而自己心里想“如果我是科学家，我要发明不用化肥和农药而得到高的产量的方法。”这zhǐ是我的想法但如果真有这种方法那gāi多好。
 我认为“绿色食品”和不挨饿中不挨饿是第一位的。因为我们现在吃的食品都有一定的化肥和农药的。这是我们现代食品的事实.我们不能因为健康而挨饿。yóuài是那些没有东西吃的
 （ ）",60.0
200304522522250011,"有人问我：静音环境对人体有危害吗？他问得很好。我就会不疑地回答：会有影响。
 因为，在我的家庭里，我是独身女。白天父母上班。整天都不在家。家里只有我一个人。那时，我心中有怕得无话表言了。记得！一个星期天，那天是我隔壁家有丧事。爸妈去丧家问长问短。我一个人在家里着。因为我不敢去丧家，怕到晚上这屍体来闹我。只好在家留着。那时，从厨房里传来了沙沙的声音。我以为是我不去丧家，所以屍体气愤得来闹我了。我越想越怕。该怎么办呢！我鼓起勇气，轻轻地向厨房走去看。但什么也看不见。我怕得要死了。真的来闹鬼了吗！我拿起数珠念佛经。但那沙沙声还在不停地响着。我也不停地念经。我全身出汗。头发也翘起来。还起鸡毛皮。最后我昏倒下去了。我刚醒来的时候，就有点疯疯颠颠地躺在床上，然后慢慢地觉醒过来了。那是，我马上告诉妈妈。我被闹鬼。但妈解释道。不是闹鬼，而是妈在厨房里晒衣服，忘记收这衣服。那沙沙声就是衣服被风吹时响来的。啊！原来如此。
 但那静音时我怕的感觉是无法表言的了。所以我是说静音对人体有影响。",65.0
200505109542200527,"“萝卜青菜各有所爱”，每个人都有每个人的看法。每个人看一个问题都有不同的观点。父母是孩子的第一任老师是一个很好的主题。我对这个主题很感兴趣。下面我想谈谈我对这一问题的看法。
 父母是最早对孩子的成长产生重大影响的人。确实是这样。你们知道吗？我们刚出生到上幼儿园那时，我们的头脑像一张白纸。什么都不懂。小孩子不懂事是理所当然的。再说，刚出生的时候，我们见到第一个人就是父亲，母亲所以父母对我们有直接的影响。他们的兴趣爱好，思想观念，行为举止，无一不是从幼年就开始在孩子心目中打下深深烙印。父母与孩子的发育过程有蜜切的关系。人与人之间，在一起长时间也会产生相似，何况是孩子和父母。
 总之，父母确实是孩子的第一任老师。所以我希望每个父母都要不断努力，完善自己。这样就可以做孩子的好榜样。",60.0
200307205525100180,"随着科学水平的突飞猛进，产量大々提高，生产效率不断加大，人民的生活已是非常的富裕，但随之也带来了种々问題,
 由于化肥和农药的大量使用，虽提高了产量，但给人本带来的危害是不容忽视的。种々不同程度的化学污染,都时刻危害着生命健康，从中出现了“绿色食品”——未经污染的加工食品。我认为相比较而言，虽然挨饿就不能生存，但如果吃了含有农药，化肥的物质，虽可暂时的填饱肚子，后果是给人的健康造成更大的不利.
 传统的中医认为，治病要治根，凡事要从抓源头开始抓起，要先整治污染源。所以，多生产“绿色食品”是解决问题的根本。
 关于如何解决这个问題，我认为应该先大量植树造林，不得乱砍树木、以免破坏生态系统.除此元外，在种植稻谷时，禁止使用危害健康的农药，化肥.有利保护好生态平衡。
 地球是大家的.近年来，由于人类进展所引起的污染问题日趋严重，所以，我们必须多关心地球，因为，保护地球就是保护自己。
 ",90.0
200307209519100052,"有句古话“民以食为天”。可以说，古今中外的人都是非常重视“吃”的。但人类的数量与日俱增，如何解决粮食来源问题呢？因此，为了提高农作物的产量，人类研制出了化肥和农药。这确实也为粮食不足尽了一份力量。可是，这两样东西为人类带来的后果却又是另一个重大的考验。
 农作物受到化学污染，给人类身体带来了危害。因此也出现了未经污染的农产品加工成的“绿色食品”。这种产品的缺点在于产量不高，需要花费更多的成本。相应的，价格也就比市场上同类产品高许多。这也从另一面说明，它是无法解决目前缺粮和减少摄取含污染食物的危机。
 因此，与其开发“绿色食品”，倒不如加大各农作物的产量，实在的解决粮食问题。而唯有通过立法，严格的管制农药和化肥的使用才是最有利的。毕竞、法重对于多数人来说还是有一定的震摄作用。当然，加大这方面工作的宣传也是很重要的。相信，双管齐下，解决粮食问题，增大产量就能为饥饿的一群尽一份微薄的力量。
 ( )",90.0
200505522522110006,"男女之间结交的方式有各种各样的，但终究还是离不开一个字——“缘”。任何事情都离不开这个字。婚姻是注定的，虽说不能够强求，但如果对任何的机会都把握住的话，並不是不可能的。
 某些男士与女士或许会有一些“单身主义”者，但对于传统观念“男大当婚，女大当嫁”之下还是得把自己的原则给改了。但是对于这些人来说，他们即然有这种观念下，他们是不会自己来自己的另一半的。所以这方面就得交给他们的父母、亲朋好友来做了。他们会尽量找一些年纪想称的人呀，请媒人帮忙呀，或者是相亲呀，各种各样的方式都有。当然这种情况只是会发生在不愿意拥有婚姻的人。
 我有一位朋友在某家饭店的时候见到了一位今他一见钟情的女子，开始他还不敢追求她。但在我们支持下，他终于鼓起勇气追求了她。没想到的是那女孩竟也对他一见钟情，但因为是女性的关系不好意思。即然“郎有情，妾有意”最终当然是结婚了。
 当然这种方式虽然不是最理想的，但还是挺浪漫的。我认为最理想的方法的如果您见到一位使您有好感的话，不妨试着先跟她或他做朋友，但一定要是说真话的朋友。这样的话他对您了解了不少，您对他也了解了不少，日後如果有缘的话成为夫妻时，遇到事情时就可以避免不必要的麻烦。",75.0
199909529529251014,"人在生活和工作中，一定遇到许多困难或挫折。小时候，念书，也要有耐性、勤劳、不畏困难、不怕挫折的精神，才能把书念好，求到学问，达到我们的目的。如果一碰到难题或自己不努力功读，而且又不詢求比自己知识更高的人又不向他（她）们请教，这样的求学法，一定不会成功，不能达到自己的願望的。
生活中，总有许多不如意的事，我们应该振作起来，不要气馁，从失败中及取教训，因\ue528“失败是成功之母”\ue529。不是唉声叹气，怨天尤人，我相信伩，总有一天，生活一定会转好的。
工作时，和别人相处，工作本身的问题，也是挫折。冈事方面；也得有感情，处处为别人着想，将人心比已心，这样一定得到冈事们的感情，对自己的工作，也许会有很多的帮助。工作气氛好，自己的情绪也有好的效果。
关於工作本身问题、困难。我们也应该抱有自动的精神，把工作作好，尽力去作，不得因错误而气馁，虚心请教，一定会把工作作好。还有工作精神，就是立刻做，要记住：今天是现在，明天是未来、希望不妨寄托在明天，作事情必须抓住今天，放过了现在，等待着未来，无论作事、求学，都不会成功的。
以上，就是我对於《如何面对挫折》的看法。",85.0
